Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
Home & Living,Episode 37,30.9,Lifestyle,55.35,Wednesday,Evening,5.16,0,Negative,17.56338443
Crime Chronicles,Episode 7,117.93,True Crime,83.44,Wednesday,Afternoon,24.28,3,Neutral,100.3225887
Money Matters,Episode 23,8.89,Business,34.63,Wednesday,Morning,16.54,0,Neutral,7.822641102
Wellness Wave,Episode 46,43.09,Health,41.3,Wednesday,Evening,97.98,2,Neutral,
Digital Digest,Episode 77,,Technology,82.65,Wednesday,Afternoon,32.02,0,Negative,66.5168761
Funny Folks,Episode 7,99.11,Comedy,24.62,Wednesday,Morning,14.13,1,Positive,60.60841564
Lifestyle Lounge,Episode 6,118.08,Lifestyle,84.52,Wednesday,Morning,,3,Negative,108.5276639
Business Insights,Episode 78,21.76,Business,31.61,Wednesday,Evening,72.26,2,Positive,14.12143793
Home & Living,Episode 2,48.85,Lifestyle,85.01,Wednesday,Morning,34.26,1,Neutral,28.28642972
Business Briefs,Episode 93,12.65,Business,92.24,Wednesday,Night,48.19,3,Positive,9.537965914
Sound Waves,Episode 1,52.16,Music,49.82,Wednesday,Evening,80.5,0,Neutral,48.34542814
Brain Boost,Episode 40,65.26,Education,54.8,Wednesday,Afternoon,40.12,0,Negative,32.67218762
Finance Focus,Episode 13,12.49,Business,59.14,Wednesday,Morning,95.74,2,Negative,4.463451759
Lifestyle Lounge,Episode 86,78.31,Lifestyle,52.66,Wednesday,Night,67.46,3,Negative,56.0633598
Tech Trends,Episode 11,86.53,Technology,52.5,Wednesday,Evening,98.81,2,Positive,68.64732314
Sports Central,Episode 62,,Sports,75.66,Wednesday,Afternoon,25.11,3,Negative,47.72287656
Laugh Line,Episode 44,25.92,Comedy,43.64,Wednesday,Afternoon,10.72,3,Positive,
Comedy Corner,Episode 95,83.15,Comedy,89.15,Wednesday,Night,86.6,3,Negative,62.03797669
Wellness Wave,Episode 53,34.37,Health,41.21,Wednesday,Night,7.18,2,Neutral,27.86170158
Crime Chronicles,Episode 21,71.77,True Crime,59.73,Wednesday,Morning,51.22,2,Positive,49.31105694
Sport Spot,Episode 48,10.92,Sports,68.91,Wednesday,Morning,88.79,3,Negative,10.92
Health Hour,Episode 86,34.03,Health,74.94,Wednesday,Evening,15.1,0,Negative,22.41225493
Business Briefs,Episode 78,88.56,Business,22.33,Wednesday,Evening,72.37,1,Negative,67.94085673
Tech Trends,Episode 5,59.23,Technology,98.55,Wednesday,Afternoon,60.61,1,Positive,59.23
Study Sessions,Episode 38,83.54,Education,40.36,Wednesday,Afternoon,20.56,0,Positive,83.54
News Roundup,Episode 73,9.59,News,34.63,Wednesday,Evening,98.09,0,Positive,8.403356872
Market Masters,Episode 6,42.55,Business,74.72,Wednesday,Night,79.12,2,Negative,35.30511992
Wellness Wave,Episode 90,24.25,Health,67.63,Wednesday,Afternoon,65.46,0,Neutral,10.25972826
Brain Boost,Episode 42,102.0,Education,27.49,Wednesday,Night,3.65,0,Positive,87.94449702
Study Sessions,Episode 62,112.58,Education,25.51,Wednesday,Afternoon,89.35,3,Neutral,
News Roundup,Episode 9,,News,48.99,Wednesday,Afternoon,70.94,1,Neutral,25.48265354
Criminal Minds,Episode 77,11.27,True Crime,93.08,Wednesday,Night,11.53,0,Positive,
True Crime Stories,Episode 77,74.14,True Crime,87.38,Wednesday,Afternoon,54.64,0,Negative,63.05474785
Laugh Line,Episode 6,107.82,Comedy,58.3,Wednesday,Night,92.78,3,Positive,59.29141929
Style Guide,Episode 48,31.96,Lifestyle,22.7,Wednesday,Afternoon,83.5,2,Negative,7.65792042
Health Hour,Episode 91,68.96,Health,86.07,Wednesday,Afternoon,64.29,3,Positive,57.57717652
Money Matters,Episode 68,94.2,Business,20.13,Wednesday,Evening,54.74,3,Neutral,45.84316471
Business Insights,Episode 23,9.66,Business,67.19,Wednesday,Evening,56.93,3,Neutral,0.0
Mystery Matters,Episode 71,95.59,True Crime,70.91,Wednesday,Evening,,2,Negative,80.33369494
Current Affairs,Episode 68,6.96,News,30.63,Wednesday,Afternoon,83.81,0,Neutral,6.96
Current Affairs,Episode 47,99.02,News,23.5,Wednesday,Morning,10.63,3,Positive,69.5464441
Tech Trends,Episode 2,98.74,Technology,70.71,Wednesday,Evening,45.25,1,Neutral,
Criminal Minds,Episode 32,47.17,True Crime,65.76,Wednesday,Morning,14.54,2,Positive,
Health Hour,Episode 2,28.46,Health,51.25,Wednesday,Evening,26.29,1,Neutral,19.04023703
Life Lessons,Episode 80,62.83,Lifestyle,56.17,Wednesday,Evening,53.32,0,Positive,62.83
Criminal Minds,Episode 36,87.4,True Crime,27.23,Wednesday,Evening,,1,Neutral,74.00390871
Home & Living,Episode 64,97.94,Lifestyle,69.54,Wednesday,Night,,1,Negative,61.18066669
Money Matters,Episode 3,111.31,Business,31.82,Wednesday,Evening,,3,Negative,85.72474069
Finance Focus,Episode 88,68.94,Business,93.48,Wednesday,Evening,64.13,2,Neutral,52.41263076
Study Sessions,Episode 80,55.1,Education,64.33,Wednesday,Evening,27.94,3,Positive,33.21989543
Joke Junction,Episode 33,43.8,Comedy,94.47,Wednesday,Afternoon,80.84,1,Negative,20.81962346
Sports Central,Episode 76,5.44,Sports,28.61,Wednesday,Evening,88.39,2,Neutral,0.0
Humor Hub,Episode 93,75.06,Comedy,69.0,Wednesday,Evening,5.24,0,Negative,57.01664902
Fashion Forward,Episode 97,43.53,Lifestyle,32.92,Wednesday,Night,6.47,0,Negative,35.24804482
Melody Mix,Episode 28,26.19,Music,74.58,Wednesday,Evening,25.05,3,Negative,25.38629509
Comedy Corner,Episode 87,118.56,Comedy,96.92,Wednesday,Afternoon,,1,Negative,
Market Masters,Episode 12,85.75,Business,56.45,Wednesday,Evening,8.07,1,Neutral,68.92192912
Gadget Geek,Episode 24,24.0,Technology,72.97,Wednesday,Evening,83.01,0,Negative,
Detective Diaries,Episode 49,119.44,True Crime,36.87,Wednesday,Morning,91.89,1,Positive,70.03416532
Tune Time,Episode 75,21.01,Music,61.39,Wednesday,Morning,71.41,3,Negative,18.71448049
Comedy Corner,Episode 92,81.72,Comedy,67.76,Wednesday,Morning,74.66,3,Negative,62.73562818
Market Masters,Episode 25,68.29,Business,77.86,Wednesday,Morning,20.4,2,Positive,53.89545881
Business Insights,Episode 66,19.41,Business,36.4,Wednesday,Morning,85.8,1,Positive,19.41
Music Matters,Episode 15,61.22,Music,66.17,Wednesday,Evening,29.71,2,Neutral,21.69509793
World Watch,Episode 23,87.58,News,76.79,Wednesday,Afternoon,4.05,3,Negative,43.52297404
Melody Mix,Episode 76,36.9,Music,25.05,Wednesday,Night,21.03,0,Negative,
Digital Digest,Episode 99,115.29,Technology,59.74,Wednesday,Night,82.23,1,Negative,85.3421873
Tech Trends,Episode 74,46.53,Technology,79.52,Wednesday,Morning,57.59,0,Negative,39.34285688
Joke Junction,Episode 87,,Comedy,72.89,Wednesday,Night,15.76,1,Positive,87.08343061
Innovators,Episode 27,112.68,Technology,27.67,Wednesday,Afternoon,6.85,0,Positive,112.68
Music Matters,Episode 41,104.98,Music,37.54,Wednesday,Evening,58.13,3,Negative,62.54345339
Health Hour,Episode 23,62.94,Health,33.33,Wednesday,Evening,18.68,1,Negative,51.0055654
Comedy Corner,Episode 2,95.84,Comedy,24.84,Wednesday,Afternoon,19.02,1,Negative,67.75115019
Global News,Episode 58,55.64,News,90.19,Wednesday,Afternoon,57.87,2,Neutral,23.76842847
Style Guide,Episode 21,84.81,Lifestyle,46.15,Wednesday,Night,78.66,2,Neutral,61.03321084
Music Matters,Episode 4,80.58,Music,23.16,Wednesday,Night,74.55,1,Negative,61.14133537
Sound Waves,Episode 9,76.65,Music,47.77,Wednesday,Night,,0,Neutral,43.52263006
Business Briefs,Episode 77,45.68,Business,66.09,Wednesday,Morning,3.2,0,Neutral,34.52179536
Lifestyle Lounge,Episode 23,111.03,Lifestyle,37.35,Wednesday,Afternoon,46.79,2,Positive,66.97872824
World Watch,Episode 64,42.57,News,97.4,Wednesday,Afternoon,79.78,1,Negative,28.30106433
Fitness First,Episode 35,75.89,Health,73.58,Wednesday,Morning,42.48,1,Neutral,27.03749731
Brain Boost,Episode 55,19.62,Education,31.49,Wednesday,Afternoon,25.08,2,Positive,10.52560344
Innovators,Episode 97,95.97,Technology,37.38,Wednesday,Afternoon,8.62,0,Neutral,85.70087508
Daily Digest,Episode 27,77.09,News,34.68,Wednesday,Evening,43.72,0,Neutral,
Finance Focus,Episode 61,111.28,Business,33.14,Wednesday,Evening,63.96,3,Positive,65.12738915
Mind & Body,Episode 85,44.49,Health,57.1,Wednesday,Evening,21.28,1,Negative,17.72039612
Study Sessions,Episode 61,105.56,Education,56.57,Wednesday,Afternoon,93.04,0,Negative,64.09417077
Tune Time,Episode 85,,Music,81.19,Wednesday,Evening,31.51,1,Neutral,80.42566707
Study Sessions,Episode 45,94.8,Education,40.4,Wednesday,Evening,80.12,2,Neutral,78.53535427
Melody Mix,Episode 46,29.16,Music,65.8,Wednesday,Afternoon,59.32,0,Negative,20.52297072
Sound Waves,Episode 89,28.73,Music,89.2,Wednesday,Evening,58.57,1,Positive,14.73833551
Joke Junction,Episode 82,40.7,Comedy,74.53,Wednesday,Afternoon,95.1,0,Positive,
Joke Junction,Episode 29,6.01,Comedy,43.49,Wednesday,Afternoon,38.44,1,Negative,3.603370915
Gadget Geek,Episode 57,77.79,Technology,43.66,Wednesday,Morning,96.17,1,Neutral,73.92057118
Current Affairs,Episode 72,61.01,News,55.86,Wednesday,Morning,14.08,3,Positive,
Sports Central,Episode 30,99.4,Sports,87.48,Wednesday,Evening,20.91,3,Negative,77.90709717
Crime Chronicles,Episode 94,68.99,True Crime,96.9,Wednesday,Evening,34.85,0,Neutral,40.2121435
Style Guide,Episode 88,91.21,Lifestyle,65.65,Wednesday,Morning,6.71,1,Negative,54.51464395
Educational Nuggets,Episode 31,61.09,Education,64.64,Wednesday,Afternoon,39.61,1,Positive,51.78427816
Money Matters,Episode 5,55.32,Business,94.83,Wednesday,Night,4.63,2,Neutral,51.0528416
Market Masters,Episode 28,,Business,35.04,Wednesday,Evening,5.59,2,Positive,19.19
Tune Time,Episode 48,83.48,Music,36.34,Wednesday,Afternoon,11.57,2,Neutral,60.91795137
Finance Focus,Episode 76,14.45,Business,97.43,Wednesday,Evening,52.18,1,Neutral,6.141827236
Funny Folks,Episode 9,23.74,Comedy,71.37,Wednesday,Night,,3,Negative,20.91760327
Music Matters,Episode 97,116.28,Music,77.39,Wednesday,Afternoon,60.81,0,Neutral,100.7468606
True Crime Stories,Episode 41,96.43,True Crime,95.94,Wednesday,Morning,19.87,2,Negative,74.02246701
True Crime Stories,Episode 97,,True Crime,75.77,Wednesday,Morning,28.09,0,Negative,14.1
Brain Boost,Episode 32,71.29,Education,84.57,Wednesday,Evening,76.13,2,Positive,71.29
Study Sessions,Episode 57,119.59,Education,96.83,Wednesday,Morning,10.6,1,Negative,
Detective Diaries,Episode 29,56.65,True Crime,80.74,Wednesday,Morning,71.85,1,Negative,52.2296852
Tech Trends,Episode 12,73.15,Technology,82.49,Wednesday,Afternoon,48.4,3,Negative,
Sound Waves,Episode 49,93.03,Music,78.67,Wednesday,Night,70.46,3,Neutral,71.99315154
Athlete's Arena,Episode 15,63.65,Sports,58.67,Wednesday,Morning,15.55,0,Neutral,61.27385428
Gadget Geek,Episode 42,67.49,Technology,26.16,Wednesday,Evening,79.21,0,Neutral,44.44598054
Educational Nuggets,Episode 45,69.78,Education,92.63,Wednesday,Evening,,1,Positive,62.88550844
World Watch,Episode 22,106.61,News,70.46,Wednesday,Night,79.52,1,Negative,59.64414194
Study Sessions,Episode 97,36.2,Education,92.87,Wednesday,Evening,21.73,0,Negative,
Business Briefs,Episode 37,29.28,Business,72.24,Wednesday,Afternoon,65.52,3,Neutral,
Melody Mix,Episode 83,36.61,Music,23.06,Wednesday,Evening,,3,Positive,18.05793183
Innovators,Episode 74,45.85,Technology,99.28,Wednesday,Evening,38.85,0,Positive,42.63572026
Life Lessons,Episode 13,34.66,Lifestyle,50.64,Wednesday,Afternoon,99.97,0,Negative,14.60600606
Lifestyle Lounge,Episode 66,12.78,Lifestyle,53.38,Wednesday,Afternoon,34.45,1,Negative,12.78
Global News,Episode 35,61.48,News,71.7,Wednesday,Evening,91.15,3,Negative,
Mind & Body,Episode 95,,Health,79.58,Wednesday,Afternoon,72.21,1,Positive,20.82
Money Matters,Episode 54,115.7,Business,75.79,Wednesday,Morning,24.44,1,Negative,108.8457174
Gadget Geek,Episode 9,50.14,Technology,67.29,Wednesday,Evening,72.3,2,Neutral,34.98387136
Lifestyle Lounge,Episode 26,80.38,Lifestyle,76.44,Wednesday,Night,13.88,0,Positive,60.8219037
Detective Diaries,Episode 17,93.03,True Crime,90.34,Wednesday,Evening,,1,Negative,61.71588679
Home & Living,Episode 94,28.27,Lifestyle,92.0,Wednesday,Night,57.71,2,Positive,14.6814952
Mind & Body,Episode 81,115.41,Health,23.76,Wednesday,Morning,80.0,1,Negative,61.83553468
Tune Time,Episode 98,,Music,55.33,Wednesday,Night,30.35,0,Positive,67.17873062
Tune Time,Episode 80,116.64,Music,60.44,Wednesday,Night,,2,Positive,88.25743533
Health Hour,Episode 50,53.09,Health,30.51,Wednesday,Evening,68.1,1,Negative,
Innovators,Episode 56,67.25,Technology,67.15,Wednesday,Afternoon,,0,Positive,31.44926926
Digital Digest,Episode 54,79.48,Technology,81.31,Wednesday,Evening,85.83,2,Negative,76.60167612
Detective Diaries,Episode 35,,True Crime,22.29,Wednesday,Evening,58.63,3,Negative,30.62072904
Fitness First,Episode 26,,Health,94.21,Wednesday,Afternoon,4.18,2,Negative,57.09022878
Fitness First,Episode 1,64.02,Health,46.48,Wednesday,Night,51.47,0,Neutral,49.5415565
Market Masters,Episode 47,71.09,Business,82.52,Wednesday,Afternoon,34.56,0,Negative,47.41895248
Tech Talks,Episode 90,30.69,Technology,49.83,Wednesday,Morning,46.55,3,Negative,27.58810462
Sports Central,Episode 6,43.36,Sports,62.71,Wednesday,Evening,46.71,0,Positive,25.34325932
Gadget Geek,Episode 6,39.38,Technology,76.83,Wednesday,Night,53.98,1,Neutral,27.9265408
Lifestyle Lounge,Episode 40,104.69,Lifestyle,37.16,Wednesday,Evening,86.67,3,Neutral,54.44525557
Educational Nuggets,Episode 18,50.9,Education,41.35,Wednesday,Night,59.88,1,Negative,29.10450763
Music Matters,Episode 59,110.73,Music,50.24,Wednesday,Morning,,1,Positive,
Innovators,Episode 79,13.13,Technology,60.05,Wednesday,Afternoon,57.1,1,Positive,13.13
Health Hour,Episode 16,43.3,Health,54.98,Wednesday,Evening,80.43,3,Negative,25.0117912
Crime Chronicles,Episode 23,27.09,True Crime,42.91,Wednesday,Night,33.4,3,Positive,23.35314901
Finance Focus,Episode 10,33.99,Business,40.08,Wednesday,Morning,4.2,1,Positive,
Money Matters,Episode 24,,Business,26.48,Wednesday,Afternoon,53.82,1,Positive,
Sound Waves,Episode 96,114.39,Music,54.95,Wednesday,Afternoon,59.06,0,Neutral,
Fashion Forward,Episode 52,66.86,Lifestyle,75.75,Wednesday,Evening,93.12,2,Neutral,57.64100828
Tune Time,Episode 3,56.7,Music,46.1,Wednesday,Night,45.9,3,Negative,47.63772199
Laugh Line,Episode 99,96.71,Comedy,86.71,Wednesday,Afternoon,,1,Positive,81.86927125
Innovators,Episode 98,113.42,Technology,64.71,Wednesday,Evening,5.39,3,Positive,78.06171781
Brain Boost,Episode 74,94.58,Education,21.91,Wednesday,Morning,53.23,0,Neutral,
Mind & Body,Episode 40,53.94,Health,35.53,Wednesday,Night,,0,Positive,
Tech Trends,Episode 73,97.72,Technology,91.47,Wednesday,Evening,72.47,2,Neutral,95.0569835
Sports Central,Episode 11,117.48,Sports,43.72,Wednesday,Morning,65.09,1,Neutral,78.44205885
Sports Weekly,Episode 62,61.0,Sports,48.43,Wednesday,Afternoon,7.67,1,Neutral,36.41292284
Sport Spot,Episode 96,47.53,Sports,74.97,Wednesday,Afternoon,10.97,2,Neutral,28.62275159
Global News,Episode 42,,News,83.41,Wednesday,Morning,84.25,3,Negative,46.20617265
Sports Central,Episode 4,43.06,Sports,30.68,Wednesday,Evening,3.65,2,Negative,13.62976769
Current Affairs,Episode 71,83.25,News,72.97,Wednesday,Night,72.19,0,Negative,72.06120593
Mystery Matters,Episode 45,41.22,True Crime,80.37,Wednesday,Morning,,2,Negative,15.28265444
Sports Weekly,Episode 27,44.09,Sports,75.85,Wednesday,Night,8.15,3,Negative,
Gadget Geek,Episode 13,101.42,Technology,34.07,Wednesday,Evening,94.21,1,Positive,89.66157905
Comedy Corner,Episode 60,94.63,Comedy,94.01,Wednesday,Night,,1,Neutral,50.80402808
Gadget Geek,Episode 9,116.58,Technology,50.29,Wednesday,Evening,32.05,1,Neutral,103.5178414
Sport Spot,Episode 83,46.19,Sports,46.05,Wednesday,Morning,93.74,2,Neutral,26.78659101
Educational Nuggets,Episode 20,67.02,Education,86.75,Wednesday,Afternoon,,2,Negative,
Home & Living,Episode 99,87.63,Lifestyle,95.11,Wednesday,Morning,55.63,1,Neutral,69.86873666
Melody Mix,Episode 43,,Music,61.26,Wednesday,Afternoon,61.47,0,Negative,79.58613845
Learning Lab,Episode 91,22.11,Education,51.63,Wednesday,Afternoon,77.55,1,Negative,15.48954217
World Watch,Episode 26,39.97,News,75.28,Wednesday,Night,81.51,1,Positive,22.13630355
Life Lessons,Episode 6,47.82,Lifestyle,42.52,Wednesday,Night,,0,Negative,47.82
Humor Hub,Episode 76,93.96,Comedy,74.52,Wednesday,Night,19.65,2,Neutral,84.86705101
Life Lessons,Episode 19,46.2,Lifestyle,50.06,Wednesday,Afternoon,29.97,2,Negative,36.00565751
Gadget Geek,Episode 94,33.11,Technology,66.32,Wednesday,Evening,21.98,2,Positive,19.99778052
Global News,Episode 48,98.49,News,67.64,Wednesday,Afternoon,76.5,0,Negative,84.77221441
Gadget Geek,Episode 83,85.41,Technology,86.35,Wednesday,Afternoon,70.06,1,Positive,
Sound Waves,Episode 63,,Music,50.06,Wednesday,Afternoon,19.48,3,Neutral,
Comedy Corner,Episode 48,105.16,Comedy,55.59,Wednesday,Evening,,1,Positive,64.74102736
Mind & Body,Episode 63,25.88,Health,68.7,Wednesday,Morning,28.29,1,Neutral,24.73632762
Laugh Line,Episode 57,114.55,Comedy,72.21,Wednesday,Night,50.79,1,Positive,53.81893701
Global News,Episode 1,,News,88.75,Wednesday,Morning,15.42,1,Positive,74.98950149
News Roundup,Episode 3,,News,67.36,Wednesday,Night,35.35,0,Positive,7.005452955
Funny Folks,Episode 85,119.26,Comedy,76.64,Wednesday,Night,70.52,3,Negative,96.52366788
Market Masters,Episode 81,115.28,Business,43.82,Wednesday,Morning,27.96,3,Neutral,59.53284496
Global News,Episode 68,25.82,News,41.68,Wednesday,Morning,47.35,0,Negative,21.06946451
Tech Talks,Episode 44,117.51,Technology,22.46,Wednesday,Afternoon,30.72,0,Positive,110.6039119
Home & Living,Episode 71,95.07,Lifestyle,31.3,Wednesday,Night,80.56,3,Negative,47.41397732
Music Matters,Episode 98,53.11,Music,66.19,Wednesday,Night,51.37,0,Negative,
Tech Trends,Episode 52,5.06,Technology,28.91,Wednesday,Night,91.91,3,Positive,5.06
Life Lessons,Episode 72,,Lifestyle,44.04,Wednesday,Afternoon,95.6,3,Positive,
Game Day,Episode 89,23.19,Sports,93.22,Wednesday,Evening,73.0,1,Neutral,22.05194682
Innovators,Episode 4,91.13,Technology,93.65,Wednesday,Morning,74.86,1,Neutral,61.58154382
Sports Central,Episode 38,49.63,Sports,94.88,Wednesday,Night,93.5,3,Negative,33.56899159
Athlete's Arena,Episode 51,96.46,Sports,34.26,Wednesday,Evening,52.0,2,Negative,69.3430101
World Watch,Episode 58,37.67,News,33.68,Wednesday,Morning,27.42,0,Negative,31.655266
Study Sessions,Episode 42,76.3,Education,69.62,Wednesday,Night,80.04,2,Neutral,35.17278485
Home & Living,Episode 10,68.11,Lifestyle,32.3,Wednesday,Night,53.86,0,Negative,68.02240953
Sport Spot,Episode 56,6.55,Sports,55.95,Wednesday,Night,62.96,0,Positive,6.55
Game Day,Episode 92,,Sports,49.98,Wednesday,Morning,69.8,0,Negative,60.80437804
Learning Lab,Episode 73,40.3,Education,43.88,Wednesday,Morning,31.45,0,Neutral,27.2602355
Sports Central,Episode 99,117.33,Sports,77.78,Wednesday,Afternoon,62.58,3,Negative,
World Watch,Episode 78,,News,89.36,Wednesday,Night,43.34,0,Neutral,87.74
Style Guide,Episode 59,65.4,Lifestyle,86.82,Wednesday,Night,86.44,0,Negative,42.80180372
Athlete's Arena,Episode 32,97.65,Sports,76.57,Wednesday,Afternoon,18.09,1,Neutral,77.72223393
World Watch,Episode 24,119.63,News,99.34,Wednesday,Evening,44.12,1,Positive,114.356014
Crime Chronicles,Episode 47,47.34,True Crime,29.63,Wednesday,Morning,94.92,2,Positive,40.58410535
Tune Time,Episode 95,71.6,Music,48.69,Wednesday,Afternoon,55.22,2,Positive,70.95122015
Learning Lab,Episode 74,35.69,Education,52.1,Wednesday,Morning,,2,Negative,17.77538365
Comedy Corner,Episode 15,78.09,Comedy,64.81,Wednesday,Night,55.77,1,Neutral,62.71455933
Wellness Wave,Episode 2,25.91,Health,63.82,Wednesday,Morning,52.54,0,Positive,12.38106171
Health Hour,Episode 24,110.8,Health,93.56,Wednesday,Morning,49.19,0,Negative,94.58374579
Market Masters,Episode 73,59.04,Business,48.72,Wednesday,Afternoon,22.23,2,Negative,33.36739371
Fitness First,Episode 79,47.65,Health,51.06,Wednesday,Morning,90.5,1,Positive,47.65
Mind & Body,Episode 16,119.03,Health,96.85,Wednesday,Afternoon,,2,Positive,79.24251747
Melody Mix,Episode 36,73.09,Music,24.79,Wednesday,Afternoon,90.09,1,Neutral,57.81684215
Fashion Forward,Episode 18,119.66,Lifestyle,52.47,Wednesday,Night,69.32,0,Negative,91.526863
Home & Living,Episode 43,42.77,Lifestyle,77.69,Wednesday,Night,53.33,0,Positive,27.89929438
Mind & Body,Episode 23,23.54,Health,54.23,Wednesday,Afternoon,26.94,0,Neutral,3.076368656
Style Guide,Episode 94,93.22,Lifestyle,55.58,Wednesday,Night,38.8,2,Positive,78.46582598
Music Matters,Episode 42,70.86,Music,76.78,Wednesday,Morning,60.93,0,Positive,50.81948662
Educational Nuggets,Episode 35,118.47,Education,88.57,Wednesday,Evening,41.8,3,Positive,87.36835075
Comedy Corner,Episode 13,47.76,Comedy,28.45,Wednesday,Night,1.47,3,Negative,20.0779133
Healthy Living,Episode 73,46.15,Health,88.96,Wednesday,Night,56.5,1,Negative,
Wellness Wave,Episode 62,36.88,Health,50.2,Wednesday,Night,31.05,0,Neutral,22.11543807
Daily Digest,Episode 53,53.94,News,73.55,Wednesday,Morning,11.53,2,Positive,30.78690047
Detective Diaries,Episode 54,89.14,True Crime,87.91,Wednesday,Night,33.41,0,Neutral,60.52951418
Tune Time,Episode 48,55.02,Music,63.84,Wednesday,Afternoon,97.78,2,Negative,39.9282227
